text,actual,method,pred_label,pred_binary,category,confidence,score_toxic,rationale,latency,tokens_per_sec,valid_json,tries,raw_output
Just curious as to if he lives under a bridge...,0,C_self_consistency,NON_TOXIC,0.0,none,0.9620000000000001,0.0,Majority vote with agreement=1.00.,13373.44217300415,12.77344344522266,True,5,"[' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Normal curiosity shown.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Asking factual question without insult or negativity.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.85,""short_rationale"":""Generally polite and neutral, but could be interpreted as questioning someone\'s residential situation.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_ratio"
"Antifa and BLM don't have ""members.  They are movements, not groups or organizations. And yes, a white person can believe in the ideals they proffer.  Most white-supremacists likewise do not belong to an official group.",0,C_self_consistency,NON_TOXIC,0.0,none,0.976,0.0,Majority vote with agreement=1.00.,15515.478610992432,13.142316828503493,True,5,"['\n```\n{\n    ""label"": ""NON_TOXIC"",\n    ""category"": ""none"",\n    ""confidence"": 0.96,\n    ""short_rationale"": ""Normal disagreement without insult or hostility.""\n}\n```', '\n```\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Normal disagreement without insulting or threatening language.""}\n```', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Valid critique of ideologies without employing insults or threats.""}', ' {""label"":""NON_TOXIC"""
Silly boy.  The money will go to the state. but it's not about the money. Da Guv needs another opportunity to make an aspirational speech and the AG needs the visibility.,1,C_self_consistency,NON_TOXIC,0.0,none,0.9475,0.2,Majority vote with agreement=0.80.,12918.840885162354,12.446038873764682,True,5,"[' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.95,""short_rationale"":""Aggressive language and insinuating threat towards others.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.95,""short_rationale"":""Normal disagreement with factual basis.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.89,""short_rationale"":""Normal disagreement with positive connotation.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.96,""short_rationale"":""Normal disagreement without ins"
"""a congressional supoena can't be ignored forever""  LOL... look at hillary clinton",0,C_self_consistency,NON_TOXIC,0.0,none,0.9450000000000001,0.0,Majority vote with agreement=0.80.,17105.682134628296,13.96393062464502,False,5,"['\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.85,""short_rationale"":""Critique of political figure without personal attack.""}', ' {\n""label"":""NON_TOXIC"",\n""category"":""none"",\n""confidence"":0.95,\n""short_rationale"":""Comment lacks toxicity and does not directly target or insult anyone.""\n}', ' \n```\n{""label"":""TOXIC"",""category"":""none"",""confidence"":0.78,""short_rationale"":""Excessive use of sarcasm and mockery, disrespect towards authority figures, and inappropriate use of humor in a serious"
Everybody knows that even pu$$y gets ripe after a while.,1,C_self_consistency,NON_TOXIC,0.0,none,0.9560000000000001,0.0,Majority vote with agreement=1.00.,15117.957830429077,13.09062528200199,True,5,"['\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Normal expression of humor.""}', '\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.96,""short_rationale"":""Normal statement about the natural life cycle of fruit.""}', '\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Justification of personal opinion based on false stereotype.""}', '\n```\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.85,""short_rationale"":""Acknowledgement of co"
"What a selfish idiot; selfish that she would speed and drive recklessly, with no concern for the safety of others, idiot because she still didn't know which pedal was the brake, after she hit a car, and a boulder, and then a house. Obviously suspending her license didn't prevent her from still getting behind the wheel, with a passenger no less. There must be some other more effective way to prevent people from driving when they're not allowed. Enforcement seems lacking.",1,C_self_consistency,DEFER,,other,0.0,0.4,Low self-consistency agreement=0.40.,17881.229400634766,13.06686085796525,False,5,"[' {""label"":""NON_TOXIC"",""category"":""other"",""confidence"":0.99,""short_rationale"":""Valid points raised about the consequences of reckless driving and the need for stricter enforcement, focusing on driver behavior rather than solely focusing on license suspension.""}', ' {""label"":""NON_TOXIC"",""category"":""other"",""confidence"":0.87,""short_rationale"":""Provides a rationale for suspending the license based on past driving violations and lack of awareness of traffic rules.""}', ' {""label"":""TOXIC"",""category"":"""
Modern Democracy. The Enlightenment. Read the *right* book.,0,C_self_consistency,NON_TOXIC,0.0,none,0.984,0.0,Majority vote with agreement=1.00.,13103.931427001953,12.906139296617294,True,5,"['\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Critique of political ideology and lack of nuance.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.96,""short_rationale"":""Balanced and informative message delivered with respect.""}', '\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Informative and neutral statement.""}', '\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Positive affirmation acknowle"
"Step one now completed. Step two, the election and removal of the ridiculous NDP. Step three, deal with the ridiculous carbon tax. Step four, deal with the pipeline and the BC government. Step five, if Scheer doesn't deliver,Kenney takes over.",1,C_self_consistency,NON_TOXIC,0.0,none,0.9866666666666667,0.4,Majority vote with agreement=0.60.,13305.843353271484,12.414870958455717,True,5,"[' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.98,""short_rationale"":""Structured and reasoned discussion.""}', '\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Normal political discussion with no abusive or threatening language employed.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Structured and neutral discussion of government priorities.""}', ' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.85,""short_rationale"":""Ex"
"For full-time residents, I understand why vacation rental ""traffic"" would be less desirable than a long-term renter.  
Homeowner perspective: I really want to give back to the island I love so much, but the disparity between vacation renting and long-term renting one's home is huge.  Rental income; upkeep of home; flexibility of owner blocking time out for personal use (and maybe other reasons too).
So in my quest to avoid vacation renting, I advertised specifically for my ""ideal"" long term renter.  We have now forged a wonderful relationship....I have a well-maintained property that I can still use periodically.  The renter now has an affordable residence on the island.
Sooooo, instead of ""forcing"" owners to not rent short-term.  I would suggest long-term renters become organized and advertise themselves to the homeowners, emphasizing the benefits of renting long-term:  less people traffic, coordinating home maintenance, etc..there are many owners who feel as I do. Will never go back!",0,C_self_consistency,NON_TOXIC,0.0,none,0.9433333333333334,0.4,Majority vote with agreement=0.60.,15288.015842437744,11.51637009493249,True,5,"[' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.92,""short_rationale"":""Balanced discussion about different renting preferences and motivations.""}', ' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.85,""short_rationale"":""Aggressive tone and disparaging language.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.96,""short_rationale"":""Normal disagreement with positive sentiment.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.95,""short_rationale"":""Informative and p"
Protestants can be made to feel welcome when they stop treating catholics like garbage.,1,C_self_consistency,NON_TOXIC,0.0,none,0.9650000000000001,0.2,Majority vote with agreement=0.80.,15624.46403503418,12.932691386384334,True,5,"['\n```\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Normal disagreement without insult or hostility.""}\n```\n\nExplanation:\n\nThe comment expresses disagreement with a particular group without resorting to insults or aggression. The sentiment is respectful and does not target any individual with personal insults.', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.89,""short_rationale"":""Justification of discrimination based on religious affiliation is not t"
"""National medical organizations flooded MPs with e-mails and meeting requests in recent weeks in an effort to have members of the House of Commons finance committee amend a budget bill to remove a controversial clause.""

HAHAHA.  The Fools.  The should have held an LPC $1,500 a plate cash for access fundraiser and the Liberal Health Minister and half a dozen other Liberal MPs would have been there with bells on.",1,C_self_consistency,TOXIC,1.0,other,0.9166666666666666,0.6,Majority vote with agreement=0.60.,13305.346727371216,12.488395703711658,False,5,"[' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Normal disagreement without insult or hostility.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.85,""short_rationale"":""Normal disagreement with factual information presented.""', ' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.85,""short_rationale"":""Aggressive, accusatory language and implied threat of retaliation.""}', ' {""label"":""TOXIC"",""category"":""insult"",""confidence"":0.95,""short_rationale"":""Aggressi"
"The issue is whether there should be a public comment period for each and every well permit NOT fracking an area in general. I agree there should be open discussion about allowing fracking in a new reservoir pool, but after that public discussion (assuming it's allowed) further public comment shouldn't be required about fracking each and every well afterward. That's a waste of time. And Cook Inletkeeper implied the AOGCC wasn't looking out for Alaska's interests which is nonsense.",0,C_self_consistency,NON_TOXIC,0.0,none,0.9575,0.0,Majority vote with agreement=0.80.,14674.592018127441,12.480507534515418,False,5,"[' {""label"":""NON_TOXIC"",""category"":""other"",""confidence"":0.95,""short_rationale"":""Argument about optimal regulatory framework for unconventional activities.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.96,""short_rationale"":""Rational discussion about public comment periods in general and the AOGCC\'s stated interests.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.96,""short_rationale"":""Critique of public comment process based on lack of clarity.""}', ' {""label"":""NON_TOXIC"
the Danes were the bad ass Vikings.,1,C_self_consistency,NON_TOXIC,0.0,none,0.9620000000000001,0.0,Majority vote with agreement=1.00.,12617.49792098999,12.945865181529646,True,5,"['\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Positive affirmation with factual basis.""}', '\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.95,""short_rationale"":""Observation of historical context.""}', '\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.93,""short_rationale"":""Simple factual statement that lacks insult or hostility.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.95,""short_rationale"":""Accurate factual statement.""}', '\n{""la"
"Of course raise taxes as it is the only way to save our state. What fool could possibly think of cutting spending to balance the budget ?  As far as being a sanctuary state status is concerned, only a dolt could want to change that law. It does not cost any money to teach in multiple languages . And with the schools doing such a bang up job who would want to make any changes short of giving them more money. I guess we could cut off some of the welfare programs and have our own citizens "" mow our yards, and pick our grapes"" but that would put some of our state welfare workers out of a job if they were too good at their jobs and doing it correctly. I thought those programs were temporary assistance not a way of life. 
Let the comments commence about what a racist hate monger this writer is. I will be shocked if the usual's do not reply about how horrible I must be. In my home we live within our budget and if we do not have enough we go without.",1,C_self_consistency,TOXIC,1.0,other,0.9719999999999999,1.0,Majority vote with agreement=1.00.,14738.933324813843,11.689721845774846,True,5,"[' {""label"":""TOXIC"",""category"":""hate"",""confidence"":0.99,""short_rationale"":""Personal attacks, generalizations, and disparaging remarks about a protected group.""}', ' {""label"":""TOXIC"",""category"":""hate"",""confidence"":0.99,""short_rationale"":""Aggressive personal attack and hateful rhetoric.""}', ' {""label"":""TOXIC"",""category"":""hate"",""confidence"":0.99,""short_rationale"":""Personal attacks, generalizations, and insults targeting demographic groups.""}', ' {""label"":""TOXIC"",""category"":""hate"",""confidence"":0.96,"
"Damn those young mothers driving their children to daycare through the snow drifts.

Why aren't they using their bicycles in the bicycle lanes that we paid multi million dollars for.",1,C_self_consistency,TOXIC,1.0,other,0.92,0.8,Majority vote with agreement=0.80.,14092.178106307983,12.671916094270552,True,5,"[' {""label"":""TOXIC"",""category"":""insult"",""confidence"":0.89,""short_rationale"":""Aggressive and accusatory language; suggests blame and hostility.""}', '\n{""label"":""TOXIC"",""category"":""insult"",""confidence"":0.95,""short_rationale"":""Demeaning personal attack and inappropriate generalization.""}', ' {""label"":""TOXIC"",""category"":""insult"",""confidence"":0.95,""short_rationale"":""Aggressive questioning targeting the recipient\'s identity and advocating for their lack of cycling infrastructure investment.""}', ' {""l"
"it is easy to make accusations and spread conspiracy theories about corruption.  if callan has knowledge of corruption then expose it to the authorities.  it is totally irresponsible to make false accusations and create false conspiracies.  fake news.  further the forensic audit will only focus on internal operations, not on the contractors.  each contract there is a hart official that oversees the contracts to ensure the terms are being met and any cost overruns are duly supported.  kewitt the general contractor for the first 10 miles did not bid on the remainder of project citing that they lost money on their contract.  if they were making such a huge profit as you anti's claim, they would have bid on the remainder. there were some bad decisions made by hart but those were honest mistakes and those involved in those decisions will not be prosecuted for criminal conduct.  being stupid is not criminal.",1,C_self_consistency,NON_TOXIC,0.0,none,0.97,0.0,Majority vote with agreement=0.80.,16988.36898803711,12.019045481970764,False,5,"[' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Provides context and justification for proposed actions.""}', ' {""label"":""NON_TOXIC"",""category"":""other"",""confidence"":0.95,""short_rationale"":""Valid points raised about potential lack of due diligence and potential for corruption.  Discussion of consequences might involve factual information and evidence presentation.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.95,""short_rationale"":""Balanced and reasoned "
"Never heard of the Washington Times. 

Fake News anyone?",0,C_self_consistency,NON_TOXIC,0.0,none,0.968,0.0,Majority vote with agreement=1.00.,12443.800449371338,12.955469862516509,True,5,"['\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.95,""short_rationale"":""Asking about news source without expressing bias.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Normal disagreement without insult.""}', '\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Informational curiosity with no aggressive tone.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.95,""short_rationale"":""Normal disagreement without insult.""}'"
Booze and tobacco are cool with the Christians. Even though they are associated with 300+ diseases.,0,C_self_consistency,NON_TOXIC,0.0,none,0.99,0.0,Majority vote with agreement=0.80.,16071.55990600586,13.516048562543336,False,5,"['\n```\nlabel: ""NON_TOXIC""\ncategory: ""none""\nconfidence: 0.98\nshort_rationale: ""Provides factual information without expressing personal disapproval or hostility.""\n```\n\nExplanation:\nThe comment provides factual information about the association between booze and tobacco and their potential health risks without expressing personal disapproval or hostility towards any group.', '\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Religious affiliation is not a basis"
"I hate to say it, but I don't see them doing a thing about it because Obama still walks on water!!",0,C_self_consistency,NON_TOXIC,0.0,none,0.9259999999999999,0.0,Majority vote with agreement=1.00.,16869.15922164917,13.380585263945752,True,5,"['\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.87,""short_rationale"":""Comment expresses disapproval without resorting to insults or threats.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.95,""short_rationale"":""Comment expresses disapproval without resorting to insults, threats, or hate.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.95,""short_rationale"":""Normal disagreement with factual basis.""}', '\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.95,""sh"
Yep well done.  Keep it up. And JZ does need Jesus and he will be coming in 2019.,0,C_self_consistency,NON_TOXIC,0.0,none,0.978,0.0,Majority vote with agreement=1.00.,12745.707750320435,12.134957439952922,True,5,"[' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Positive reinforcement and encouragement.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":1.0,""short_rationale"":""Positive and encouraging words with positive expectations.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Positive affirmation and support.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.92,""short_rationale"":""Positive reinforcement with supportive se"
"Your father would give you a swift kick in your anti-American okole and tell you that you are to respect that man, he is our president of our United States of America!",1,C_self_consistency,TOXIC,1.0,other,0.944,1.0,Majority vote with agreement=1.00.,14153.022289276123,12.20014920560667,True,5,"[' {\n  ""label"":""TOXIC"",""category"":""threat"",""confidence"":0.99,""short_rationale"":""Aggressive and threatening language that directly insults and threatens another person\'s identity and authority.""\n}', ' {""label"":""TOXIC"",""category"":""insult"",""confidence"":0.95,""short_rationale"": ""Aggressive and disrespectful language. Directly insults a person\'s cultural heritage and political beliefs.""}', ' {""label"":""TOXIC"",""category"":""profanity"",""confidence"":0.95,""short_rationale"":""Aggressive and disrespectful l"
"Evil is your government sans the Bill of Rights. Duh. However, I'm not a Christian, so sell your evil nonsense down the road. But can you believe crime exists? Crazy, huh? And what's  even crazier is that the public and cops commit plenty of crimes. What should we do? But first, put your helmet on.",1,C_self_consistency,TOXIC,1.0,other,0.9533333333333333,0.6,Majority vote with agreement=0.60.,17921.018362045288,13.481367089220267,True,5,"['\n```\n{""label"":""TOXIC"",""category"":""threat"",""confidence"":0.95,""short_rationale"":""Aggressive and threatening language used to intimidate and coerce.""}\n```\n\n**Explanation:**\n\nThe comment contains elements of aggressive and threatening language, implying potential harm and coercion. Additionally, it targets the individual with the labels ""evil"", ""government"", and ""crimes"", potentially triggering feelings of guilt or shame.', ' {\n  ""label"":""TOXIC"",""category"":""threat"",""confidence"":0.95,""short"
"Make no mistake, at this point, if you don't support President Trump, you support the Alt-Left and are an enemy of our Republic and everything the Founders envisioned/established.",0,C_self_consistency,NON_TOXIC,0.0,none,0.914,0.0,Majority vote with agreement=1.00.,14360.14986038208,12.84201247771735,True,5,"[' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.85,""short_rationale"":""Critique of political ideology and values is non-toxic when done respectfully and without personal attacks.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.85,""short_rationale"":""Balanced expression of disagreement without name-calling or insults.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.89,""short_rationale"":""Explicitly supports an ideology and associates it with negative characteristics."
"If it were a serious enough of an event that threatened us and there was nothing that could be done do we tell the public to kiss your ass goodbye? Think about it seriously, then look at what actually happened and is happening. We know there were 3 complete melt downs. We know much of it went into the environment, both air and sea. We know they are unable to contain it and it is continuing to spread. This is the most dangerous element to life. Better to be sceptical and demand proof, action, and national release from the top.",0,C_self_consistency,TOXIC,1.0,other,0.915,0.8,Majority vote with agreement=0.80.,13817.174434661865,11.95370580441702,False,5,"[' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.95,""short_rationale"":""Aggressive and potentially harmful rhetoric.""', ' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.96,""short_rationale"":""Aggressive and threatening language. Threat of physical harm and demanding immediate action.""}', ' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.75,""short_rationale"":""Aggressive and potentially harmful threat towards another individual.""}', ' {""label"":""TOXIC"",""category"":""other"",""confidence"":0"
This proposal is so idiotic that its failure is imminent.,1,C_self_consistency,NON_TOXIC,0.0,none,0.9924999999999999,0.0,Majority vote with agreement=0.80.,14331.258773803711,12.997471428352464,False,5,"['\n{""label"":""NON_TOXIC"",""category"":""other"",""confidence"":0.75,""short_rationale"":""Critique of the proposal\'s logic is valid, but the overall sentiment is positive.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Critique lacks evidence and lacks emotional impact.""}', '\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Comment expresses disappointment and lack of confidence in the proposal\'s success.""}', '\n{""label"":""NON_TOXIC"",""catego"
"Not sure about the cooling housing market, in Kitchener - Waterloo the market is red hot.",0,C_self_consistency,NON_TOXIC,0.0,none,0.9800000000000001,0.0,Majority vote with agreement=1.00.,13308.16650390625,12.872811945302683,True,5,"['\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Informative statement with neutral tone.""}', '\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.96,""short_rationale"":""Informative statement about the market.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Normal discussion about the state of the market.""}', '\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.97,""short_rationale"":""Informative statement with neutral tone an"
"Forced genital mutilation isn't a problem?

Need more cases?

Where is your defense of the rights of women, children, homosexuals?",1,C_self_consistency,TOXIC,1.0,other,0.87,0.6,Majority vote with agreement=0.60.,13107.182502746582,12.36076331799884,True,5,"[' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.89,""short_rationale"":""Aggressive and threatening language.""}', '\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.89,""short_rationale"":""Addresses underlying concerns without resorting to insults or threats.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.8,""short_rationale"":""Directly attacks sensitive topics and promotes negative stereotypes.""}', ' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.85,""short_rationale"":""Ag"
This project was doomed when the Governor alienated every industry expert and became the lone wolf.  Alaska is and will continue to suffer under the reckless hand of this uneven hand at the tiller.,0,C_self_consistency,TOXIC,1.0,other,0.9475,0.8,Majority vote with agreement=0.80.,17735.915899276733,13.935123846245109,True,5,"[' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.95,""short_rationale"":""Aggressive and threatening language.""}', '\n```\n{""label"":""TOXIC"",""category"":""threat"",""confidence"":0.99,""short_rationale"":""Aggressive tone. Threat of harm implied.""}\n```\n\nExplanation:\nThe comment uses aggressive language and threatens the consequences of the Governor\'s actions. This is considered a toxic response as it violates the rules against threats and insults.', ' {\n""label"":""TOXIC"",""category"":""threat"",""confi"
The North Slope still has plenty of oil according to DNR and the USGS. The question is what policies should the state have in place to attract capital and companies to invest the resources and money to get the oil out of the ground. Threatening to change our fiscal policy every 6 months and not honoring commitments made to the industry might not be the best answer. Chanting its our oil also doesn't get us there.,0,C_self_consistency,NON_TOXIC,0.0,none,0.962,0.0,Majority vote with agreement=1.00.,14690.155744552612,12.776414630549747,True,5,"[' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Rational discussion about energy policies with factual information.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.95,""short_rationale"":""Balanced and reasoned approach to addressing energy policy.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.95,""short_rationale"":""The comment expresses concern about energy policies without resorting to insults or threats.""}', ' {""label"":""NON_TOXIC"",""category"
"Such backlash is silly but it's not an example of ""political correctness""... that is something else entirely.

Words are losing all meaning these days",1,C_self_consistency,DEFER,,other,0.0,0.0,Low confidence NON_TOXIC self-consistency decision.,14445.297241210938,12.399697853036088,False,5,"['\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.87,""short_rationale"":""Balanced perspective acknowledging differing viewpoints.""}', '\n```\nlabel: ""NON_TOXIC""\ncategory: ""none""\nconfidence: 0.98\nshort_rationale: ""Normal disagreement without abuse, with the speaker expressing a different viewpoint.""\n```', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Balanced and reasoned discussion.""}', '\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.75,""short_"
"""In 2014, Denver's Department of Environmental Health (DEH) reported that residents in the north Denver neighborhoods adjacent to I-70 experience a 50% higher rate of mortality from heart disease than other neighborhoods in Denver not affected by highway pollution""

Link: https://www.puebloevents.net/07/13/2017/denver-i-70-clean-air-act-lawsuit-fundraiser/",0,C_self_consistency,DEFER,,other,0.0,0.0,Low self-consistency agreement=0.80.,14944.631099700928,12.644138461252956,False,5,"[' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Informative and relevant factual information provided within the context of a larger discussion.""}', ' {""label"":""NON_TOXIC"",""category"":""info"",""confidence"":0.95,""short_rationale"":""Provides factual information on pollution and health impact.""}', ' {""label"":""NON_TOXIC"",""category"":""info"",""confidence"":0.89,""short_rationale"":""Provides factual information about environmental health and establishes a baseline for comparison."""
"Do you have dementia like your hero, the dotard trump?  As I said, I AM laughing.   Laughing at you!  And speaking of dementia, did you forget to answer my question to you last week?  Do you consider trump a ""good guy,"" even though he has admitted doing some pretty vile things like sexually assaulting women?",1,C_self_consistency,TOXIC,1.0,other,0.9339999999999999,1.0,Majority vote with agreement=1.00.,14051.681995391846,12.895720813551884,True,5,"[' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.95,""short_rationale"":""Aggressive tone, personal attack, threat and disrespect.""}', ' {""label"":""TOXIC"",""category"":""hate"",""confidence"":0.96,""short_rationale"":""Aggressive and hostile language towards a person\'s perceived incompetence and political views.""}', ' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.96,""short_rationale"":""Aggressive language and disparaging remarks about a person\'s physical characteristics and political views.""}', "
"too funny: ""I found her not photogenic at all - somehow in most of the pictures I see of her, she either looking at someone like she would like to punch them on the nose or is scowling....""

Yes, unlike the smilingly effervescent and handsome-to-a-fault Donald Trump.

Apparently his comb-over is anchored to his jowls, making his ever present scowl a neo-medical necessity.",0,C_self_consistency,TOXIC,1.0,other,0.9025000000000001,0.8,Majority vote with agreement=0.80.,14528.974294662476,12.244117333977917,False,5,"[' {""label"":""TOXIC"",""category"":""insult"",""confidence"":0.96,""short_rationale"":""Personal attack, sarcasm, and veiled threat.""}', ' {""label"":""TOXIC"",""category"":""other"",""confidence"":0.85,""short_rationale"":""Combined insults, personal attack, and objectification.""}', ' {""label"":""TOXIC"",""category"":""insult"",""confidence"":0.99,""short_rationale"":""""""Direct insult, sarcasm, and veiled threat towards a person\'s physical appearance and appearance.""}', ' {""label"":""TOXIC"",""category"":""other"",""confidence"":0.85,""sh"
The condescending idiot can make for an amusing character in a movie or TV show; not so much in a comment forum Seth.,1,C_self_consistency,NON_TOXIC,0.0,none,0.9824999999999999,0.2,Majority vote with agreement=0.80.,18466.623783111572,12.962318377233192,True,5,"['\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Balanced and neutral criticism.""}', '\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.96,""short_rationale"": ""The comment does not contain toxic or hostile language, but the tone and attitude suggest disapproval and condescension.""}', '\n```\n{""label"":""TOXIC"",""category"":""other"",""confidence"":0.87,""short_rationale"":""Comment reflects poorly on the commenter\'s perception of the recipient and perpetuates negative s"
How much longer will you be able to hold down yours?   Do you feel a 3 a.m. Tweet coming on? Do you need a tissue or maybe some cheese with that whine?,0,C_self_consistency,NON_TOXIC,0.0,none,0.99,0.0,Majority vote with agreement=0.80.,13036.624908447266,12.537344585393454,False,5,"[' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Normal disagreement with playful language and affectionate tone.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.96,""short_rationale"": ""Normal disagreement with playful language.""', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Normal conversation with affectionate language.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Normal conversation"
